Unnamed: 0,id,region,profit,cost,sales,profitable
0,2216,US,0.01,148130.25,149612,Yes
0,2224,US,0.81,404504.0,732152,Yes
0,2234,US,0.08,287929.45,310964,Yes
0,2239,US,0.37,427724.44,585982,Yes
0,2246,US,0.79,583041.47,1043644,Yes
0,2251,US,0.54,347058.59,534470,Yes
0,2262,US,0.7,721923.57,1227270,Yes
0,2274,US,0.01,180127.11,181928,Yes
0,2323,US,0.2,157867.89,189441,Yes
0,2328,US,0.61,125927.39,202743,Yes
0,2330,US,0.83,698628.02,1278489,Yes
0,2337,US,0.42,397188.46,564008,Yes
0,2343,US,0.88,479257.95,901005,Yes
0,2365,US,0.43,748189.11,1069910,Yes
0,2380,US,0.53,888816.41,1359889,Yes
0,2399,US,0.32,404330.95,533717,Yes
0,2426,US,0.17,533634.79,624353,Yes
0,2427,US,0.57,874216.14,1372519,Yes
0,2445,US,0.26,461919.89,582019,Yes
0,2458,US,0.94,919796.04,1784404,Yes
0,2463,US,0.53,322518.81,493454,Yes
0,2469,US,0.37,607468.07,832231,Yes
0,2548,US,0.89,151687.63,286690,Yes
0,2569,US,0.95,579966.36,1130934,Yes
0,2584,US,0.87,679886.25,1271387,Yes
0,2589,US,0.89,141509.14,267452,Yes
0,2591,US,0.83,415034.62,759513,Yes
0,2597,US,0.53,109599.02,167687,Yes
0,2607,US,0.53,675638.31,1033727,Yes
0,2636,US,0.72,855368.03,1471233,Yes
0,2647,US,0.51,645641.78,974919,Yes
0,2653,US,0.01,965263.65,974916,Yes
0,2665,US,0.61,744804.35,1199135,Yes
0,2672,US,0.13,791808.23,894743,Yes
0,2678,US,0.19,948419.43,1128619,Yes
0,2684,US,0.13,796525.93,900074,Yes
0,2686,US,0.73,759789.36,1314436,Yes
0,2697,US,0.43,581183.86,831093,Yes
0,2699,US,0.11,243354.62,270124,Yes
0,2734,US,0.26,571312.85,719854,Yes
0,2737,US,0.74,508814.52,885337,Yes
0,2747,US,0.68,523525.99,879524,Yes
0,2775,US,0.17,199837.25,233810,Yes
0,2779,US,0.49,809850.91,1206678,Yes
0,2781,US,0.72,471764.28,811435,Yes
0,2801,US,0.74,691575.09,1203341,Yes
0,2831,US,0.71,938292.06,1604479,Yes
0,2845,US,0.1,297748.7,327524,Yes
0,2846,US,0.26,566182.06,713389,Yes
0,2849,US,0.49,436563.93,650480,Yes
0,2861,US,0.71,146376.39,250304,Yes
0,2876,US,0.28,472469.71,604761,Yes
0,2877,US,0.72,537709.03,924860,Yes
0,2902,US,0.27,399472.86,507331,Yes
0,2908,US,0.2,569888.57,683866,Yes
0,2919,US,0.22,773307.74,943435,Yes
0,2921,US,0.71,790753.19,1352188,Yes
0,2922,US,0.65,403505.28,665784,Yes
0,2923,US,0.95,988173.85,1926939,Yes
0,2926,US,0.68,211985.58,356136,Yes
0,2945,US,0.52,872916.95,1326834,Yes
0,2978,US,1.0,245100.27,490201,Yes
0,2988,US,0.33,100868.17,134155,Yes
0,2999,US,0.63,258009.95,420556,Yes
0,3001,US,0.29,635582.3,819901,Yes
0,3002,US,0.48,786580.3,1164139,Yes
0,3016,US,0.11,988645.35,1097396,Yes
0,3018,US,0.53,129499.21,198134,Yes
0,3025,US,0.19,901096.19,1072304,Yes
0,3028,US,0.57,251577.08,394976,Yes
0,3046,US,0.96,796511.12,1561162,Yes
0,3068,US,0.66,399790.01,663651,Yes
0,3091,US,0.94,338481.57,656654,Yes
0,3106,US,0.83,670108.51,1226299,Yes
0,3109,US,0.07,883307.46,945139,Yes
0,3123,US,0.81,827699.38,1498136,Yes
0,3124,US,0.97,545632.88,1074897,Yes
0,3139,US,0.19,513128.1,610622,Yes
0,3168,US,0.06,843235.44,893830,Yes
0,3173,US,0.2,244816.66,293780,Yes
0,3174,US,0.42,565298.32,802724,Yes
0,3182,US,0.07,729039.19,780072,Yes
0,3191,US,0.4,359814.18,503740,Yes
0,3195,US,0.88,857596.01,1612280,Yes
0,3203,US,0.63,971990.74,1584345,Yes
0,3208,US,0.04,888222.73,923752,Yes
0,3213,US,0.36,101257.18,137710,Yes
0,3222,US,0.61,395976.51,637522,Yes
0,3232,US,0.36,166027.19,225797,Yes
0,3249,US,0.59,316275.68,502878,Yes
0,3253,US,0.37,104310.05,142905,Yes
0,3268,US,0.51,604404.96,912651,Yes
0,3270,US,0.63,573009.61,934006,Yes
0,3283,US,0.08,476152.54,514245,Yes
0,3313,US,0.05,811651.02,852234,Yes
0,3318,US,0.52,277080.55,421162,Yes
0,3320,US,0.16,378297.76,438825,Yes
0,3321,US,0.06,948047.04,1004930,Yes
0,3324,US,0.03,485135.39,499689,Yes
0,3332,US,0.1,340313.42,374345,Yes
0,3342,US,0.6,297715.42,476345,Yes
0,3354,US,0.6,343018.73,548830,Yes
0,3362,US,0.29,899004.46,1159716,Yes
0,3368,US,0.42,193026.38,274097,Yes
0,3376,US,0.42,383084.77,543980,Yes
0,3379,US,0.94,744123.32,1443599,Yes
0,3381,US,0.03,226867.92,233674,Yes
0,3395,US,0.87,191787.29,358642,Yes
0,3398,US,0.2,569491.79,683390,Yes
0,3412,US,0.76,750985.31,1321734,Yes
0,3429,US,0.38,134759.45,185968,Yes
0,3449,US,0.79,915273.11,1638339,Yes
0,3456,US,0.24,525691.47,651857,Yes
0,3460,US,0.98,104616.26,207140,Yes
0,3465,US,0.8,913452.35,1644214,Yes
0,3490,US,0.03,678139.23,698483,Yes
0,3491,US,0.79,499543.52,894183,Yes
0,3511,US,0.64,954618.0,1565574,Yes
0,3512,US,0.69,811367.79,1371212,Yes
0,3513,US,0.87,115235.25,215490,Yes
0,3519,US,0.32,700628.53,924830,Yes
0,3527,US,0.22,587948.13,717297,Yes
0,3545,US,0.27,424259.58,538810,Yes
0,3547,US,0.95,388255.39,757098,Yes
0,3548,US,0.55,282104.0,437261,Yes
0,3565,US,0.6,582371.97,931795,Yes
0,3574,US,0.2,941977.48,1130373,Yes
0,3584,US,0.22,661751.21,807336,Yes
0,3589,US,0.71,908146.6,1552931,Yes
0,3597,US,0.73,496339.56,858667,Yes
0,3628,US,0.31,842042.49,1103076,Yes
0,3639,US,0.99,211991.67,421863,Yes
0,3648,US,0.97,332200.88,654436,Yes
0,3650,US,0.13,817758.43,924067,Yes
0,3652,US,0.76,297864.11,524241,Yes
0,3654,US,0.18,425089.24,501605,Yes
0,3656,US,0.31,405842.03,531653,Yes
0,3660,US,0.52,240590.98,365698,Yes
0,3674,US,0.45,164885.06,239083,Yes
0,3696,US,0.17,187213.26,219040,Yes
0,3707,US,0.43,389357.78,556782,Yes
0,3708,US,0.28,299952.97,383940,Yes
0,3715,US,0.1,855951.17,941546,Yes
0,3721,US,0.74,146332.69,254619,Yes
0,3724,US,0.54,230868.32,355537,Yes
0,3732,US,0.81,680634.34,1231948,Yes
0,3752,US,0.77,562362.26,995381,Yes
0,3756,US,0.17,657105.44,768813,Yes
0,3768,US,0.46,412727.74,602583,Yes
0,3778,US,0.18,507844.83,599257,Yes
0,3786,US,0.47,350663.09,515475,Yes
0,3787,US,0.5,649886.23,974829,Yes
0,3793,US,0.48,324329.05,480007,Yes
0,3796,US,0.97,178947.89,352527,Yes
0,3799,US,0.65,333917.57,550964,Yes
0,3803,US,0.25,561084.67,701356,Yes
0,3808,US,0.31,364549.23,477559,Yes
0,3810,US,0.72,300119.46,516205,Yes
0,3823,US,0.56,906443.64,1414052,Yes
0,3825,US,0.19,627340.31,746535,Yes
0,3832,US,0.92,706417.43,1356321,Yes
0,3846,US,0.33,898211.75,1194622,Yes
0,3877,US,0.33,607472.36,807938,Yes
0,3879,US,0.68,522911.74,878492,Yes
0,3888,US,0.36,729360.36,991930,Yes
0,3916,US,0.45,319062.23,462640,Yes
0,3929,US,0.74,164350.48,285970,Yes
0,3934,US,0.9,492742.8,936211,Yes
0,3939,US,0.32,354480.99,467915,Yes
0,3948,US,0.01,117423.89,118598,Yes
0,3961,US,0.05,839813.1,881804,Yes
0,3975,US,0.43,504627.61,721617,Yes
0,3984,US,0.81,595011.36,1076971,Yes
0,3990,US,0.6,448837.36,718140,Yes
0,4005,US,0.73,943910.99,1632966,Yes
0,4029,US,0.41,158439.1,223399,Yes
0,4036,US,0.45,707161.95,1025385,Yes
0,4043,US,0.85,557668.93,1031688,Yes
0,4066,US,0.3,185164.46,240714,Yes
0,4071,US,0.41,512170.65,722161,Yes
0,4101,US,0.88,979415.42,1841301,Yes
0,4102,US,0.68,186289.29,312966,Yes
0,4117,US,0.86,158126.44,294115,Yes
0,4121,US,0.77,702677.87,1243740,Yes
0,4125,US,0.64,373891.08,613181,Yes
0,4129,US,0.84,530425.56,975983,Yes
0,4130,US,0.33,241987.46,321843,Yes
0,4134,US,0.34,828516.84,1110213,Yes
0,4139,US,0.8,319724.89,575505,Yes
0,4161,US,0.47,554011.11,814396,Yes
0,4172,US,0.37,808611.66,1107798,Yes
0,4193,US,0.71,570523.62,975595,Yes
0,4203,US,0.99,860882.19,1713156,Yes
0,4205,US,0.66,447581.43,742985,Yes
0,4212,US,0.89,872001.39,1648083,Yes
0,4217,US,0.4,609263.87,852969,Yes
0,4227,US,0.52,258372.06,392726,Yes
0,4240,US,0.46,744698.22,1087259,Yes
0,4263,US,0.85,854271.55,1580402,Yes
0,4272,US,0.39,100113.48,139158,Yes
0,4276,US,0.76,646180.94,1137278,Yes
0,4284,US,0.13,875668.88,989506,Yes
0,4285,US,0.48,658534.2,974631,Yes
0,4291,US,0.37,891239.61,1220998,Yes
0,4300,US,0.84,227347.31,418319,Yes
0,4308,US,0.4,873184.97,1222459,Yes
0,4319,US,0.41,157581.92,222191,Yes
0,4322,US,0.79,580749.9,1039542,Yes
0,4328,US,0.68,558586.36,938425,Yes
0,4334,US,0.33,458870.63,610298,Yes
0,4338,US,0.7,218351.82,371198,Yes
0,4355,US,0.63,648799.57,1057543,Yes
0,4382,US,0.45,671486.94,973656,Yes
0,4394,US,0.51,399482.0,603218,Yes
0,4395,US,0.63,180497.56,294211,Yes
0,4410,US,0.09,428865.94,467464,Yes
0,4415,US,0.23,214873.29,264294,Yes
0,4418,US,0.95,604255.62,1178298,Yes
0,4423,US,0.29,640879.37,826734,Yes
0,4432,US,0.94,884745.58,1716406,Yes
0,4464,US,0.07,685068.3,733023,Yes
0,4473,US,0.33,251588.0,334612,Yes
0,4491,US,0.48,660506.94,977550,Yes
0,4494,US,0.68,111209.8,186832,Yes
0,4507,US,0.14,755992.5,861831,Yes
0,4545,US,0.68,898274.28,1509101,Yes
0,4553,US,0.91,513540.75,980863,Yes
0,4554,US,0.99,955535.22,1901515,Yes
0,4560,US,0.6,478982.67,766372,Yes
0,4561,US,0.27,117123.05,148746,Yes
0,4567,US,0.31,267966.87,351037,Yes
0,4578,US,0.09,563235.31,613926,Yes
0,4579,US,0.3,649909.45,844882,Yes
0,4580,US,0.82,480504.17,874518,Yes
0,4592,US,0.17,822057.73,961808,Yes
0,4593,US,0.15,791102.04,909767,Yes
0,4608,US,0.52,498010.44,756976,Yes
0,4627,US,0.8,850779.67,1531403,Yes
0,4630,US,0.83,322551.56,590269,Yes
0,4645,US,0.76,290163.29,510687,Yes
0,4650,US,0.47,766996.26,1127485,Yes
0,4655,US,0.05,554401.8,582122,Yes
0,4669,US,0.16,194877.48,226058,Yes
0,4697,US,0.27,764795.62,971290,Yes
0,4706,US,0.11,325862.48,361707,Yes
0,4717,US,0.41,562278.59,792813,Yes
0,4737,US,0.2,815429.09,978515,Yes
0,4751,US,0.37,613945.18,841105,Yes
0,4754,US,0.64,420177.8,689092,Yes
0,4774,US,0.23,734404.56,903318,Yes
0,4786,US,0.21,866573.18,1048554,Yes
0,4788,US,0.63,320948.22,523146,Yes
0,4831,US,0.86,491254.67,913734,Yes
0,4838,US,0.02,121445.8,123875,Yes
0,4850,US,0.96,850886.67,1667738,Yes
0,4851,US,0.49,269276.38,401222,Yes
0,4855,US,0.83,275358.27,503906,Yes
0,4861,US,0.87,720146.8,1346675,Yes
0,4865,US,0.48,613343.83,907749,Yes
0,4867,US,0.75,452603.4,792056,Yes
0,4879,US,0.06,425837.85,451388,Yes
0,4899,US,0.6,478046.72,764875,Yes
0,4929,US,0.05,823607.64,864788,Yes
0,4950,US,0.36,786715.91,1069934,Yes
0,4957,US,0.4,642476.32,899467,Yes
0,4964,US,0.06,388981.27,412320,Yes
0,4994,US,0.26,441539.95,556340,Yes
0,5002,US,0.73,778823.72,1347365,Yes
0,5005,US,0.53,990205.81,1515015,Yes
0,5018,US,0.95,385588.32,751897,Yes
0,5026,US,0.95,770617.72,1502705,Yes
0,5035,US,0.79,494142.42,884515,Yes
0,5050,US,0.7,562915.31,956956,Yes
0,5061,US,0.59,297819.17,473532,Yes
0,5064,US,0.33,351723.87,467793,Yes
0,5074,US,0.76,345211.33,607572,Yes
0,5091,US,0.8,926231.71,1667217,Yes
0,5093,US,0.21,879603.93,1064321,Yes
0,5113,US,0.59,991917.96,1577150,Yes
0,5115,US,0.74,289232.42,503264,Yes
0,5144,US,0.44,198701.14,286130,Yes
0,5151,US,0.3,148608.13,193191,Yes
0,5170,US,0.36,689535.47,937768,Yes
0,5171,US,0.71,179816.46,307486,Yes
0,5182,US,0.99,162436.84,323249,Yes
0,5190,US,0.88,521020.21,979518,Yes
0,5191,US,0.72,616277.07,1059997,Yes
0,5203,US,0.08,577219.43,623397,Yes
0,5233,US,0.71,303483.49,518957,Yes
0,5234,US,0.11,672800.95,746809,Yes
0,5251,US,0.64,854253.7,1400976,Yes
0,5252,US,0.25,430175.43,537719,Yes
0,5261,US,0.16,185275.66,214920,Yes
0,5271,US,0.15,536679.51,617181,Yes
0,5293,US,0.9,840528.01,1597003,Yes
0,5295,US,0.17,919839.32,1076212,Yes
0,5304,US,0.6,273458.15,437533,Yes
0,5315,US,0.64,216881.82,355686,Yes
0,5334,US,0.36,552896.77,751940,Yes
0,5340,US,0.23,168915.3,207766,Yes
0,5360,US,0.43,591726.49,846169,Yes
0,5368,US,0.85,148464.33,274659,Yes
0,5377,US,0.72,483046.99,830841,Yes
0,5381,US,0.5,641527.16,962291,Yes
0,5386,US,0.91,508089.03,970450,Yes
0,5415,US,0.68,771694.14,1296446,Yes
0,5421,US,0.7,614011.67,1043820,Yes
0,5422,US,0.73,552451.76,955742,Yes
0,5444,US,0.28,738607.18,945417,Yes
0,5450,US,0.93,148341.49,286299,Yes
0,5454,US,0.95,259967.4,506936,Yes
0,5456,US,0.25,923619.25,1154524,Yes
0,5459,US,0.76,500564.6,880994,Yes
0,5480,US,0.62,112897.69,182894,Yes
0,5486,US,0.55,794520.71,1231507,Yes
0,5487,US,0.95,770014.22,1501528,Yes
0,5503,US,0.26,161954.61,204063,Yes
0,5509,US,0.03,910068.59,937371,Yes
0,5525,US,0.97,471498.85,928853,Yes
0,5539,US,0.14,713477.75,813365,Yes
0,5541,US,0.9,433352.72,823370,Yes
0,5545,US,0.02,940332.75,959139,Yes
0,5552,US,0.97,941805.6,1855357,Yes
0,5575,US,0.58,173880.26,274731,Yes
0,5590,US,0.64,331745.19,544062,Yes
0,5600,US,0.03,191663.9,197414,Yes
0,5621,US,0.61,288505.09,464493,Yes
0,5622,US,0.5,388868.01,583302,Yes
0,5624,US,0.68,953191.65,1601362,Yes
0,5642,US,0.81,504360.06,912892,Yes
0,5648,US,0.15,920091.61,1058105,Yes
0,5650,US,0.01,538973.33,544363,Yes
0,5654,US,0.94,691520.37,1341550,Yes
0,5684,US,0.93,349515.61,674565,Yes
0,5722,US,0.76,917265.05,1614386,Yes
0,5726,US,0.81,764772.99,1384239,Yes
0,5737,US,0.42,532463.94,756099,Yes
0,5754,US,0.49,374798.04,558449,Yes
0,5755,US,0.99,237056.84,471743,Yes
0,5783,US,0.45,472209.09,684703,Yes
0,5784,US,0.14,930336.27,1060583,Yes
0,5812,US,0.0,412871.34,412871,No
0,5828,US,0.35,100125.61,135170,Yes
0,5839,US,0.51,684699.16,1033896,Yes
0,5861,US,0.55,825062.05,1278846,Yes
0,5863,US,0.82,407791.61,742181,Yes
0,5867,US,0.2,953973.5,1144768,Yes
0,5870,US,0.78,864534.14,1538871,Yes
0,5878,US,0.7,359978.62,611964,Yes
0,5882,US,0.97,288800.31,568937,Yes
0,5892,US,0.68,388430.96,652564,Yes
0,5896,US,0.67,408658.32,682459,Yes
0,5902,US,0.95,648001.83,1263604,Yes
0,5914,US,0.98,597695.81,1183438,Yes
0,5916,US,0.45,873520.78,1266605,Yes
0,5927,US,0.22,730162.64,890798,Yes
0,5928,US,0.41,319130.9,449975,Yes
0,5937,US,0.64,648503.85,1063546,Yes
0,5955,US,0.31,273208.25,357903,Yes
0,5966,US,0.81,442733.71,801348,Yes
0,5973,US,0.5,689399.66,1034099,Yes
0,5980,US,0.8,685094.95,1233171,Yes
0,6001,US,0.23,344797.59,424101,Yes
0,6004,US,0.94,799572.35,1551170,Yes
0,6038,US,0.0,871583.4,871583,No
0,6047,US,0.15,337492.84,388117,Yes
0,6071,US,0.16,841759.93,976442,Yes
0,6072,US,0.74,582575.72,1013682,Yes
0,6092,US,0.44,633037.78,911574,Yes
0,6107,US,0.61,782252.43,1259426,Yes
0,6114,US,0.56,613930.57,957732,Yes
0,6124,US,0.88,749136.52,1408377,Yes
0,6127,US,0.91,142162.31,271530,Yes
